outcode,latitude,longitude
HS2,58.24771665,-6.465714528
HS3,57.88199037,-6.840751414
HS4,57.87078167,-6.696221111
HS6,57.60212082,-7.299904117
HS8,57.23516578,-7.346507027
HS9,56.97216614,-7.472835857
HU1,53.74304332,-0.337178654
HU12,53.72396044,-0.129741386
HU15,53.74799911,-0.618962558
HU17,53.84710298,-0.42712973
HU2,53.75055009,-0.340450847
HU20,53.78816662,-0.508358059
HU3,53.74241232,-0.366651502
HU4,53.73616599,-0.403679027
HU6,53.78098309,-0.370989907
HU8,53.76924868,-0.29989931
HU9,53.75572726,-0.290311296
HX5,53.68512365,-1.835487603
HX7,53.73924286,-2.008583604
IG1,51.55934462,0.073287126
IG11,51.5357667,0.092156439
IG2,51.57587831,0.081544105
IG3,51.56297896,0.102056942
IG4,51.57929732,0.051892371
IG6,51.59545494,0.087385421
IG9,51.62522809,0.039545353
IP10,52.01913418,1.268385091
IP11,51.96723184,1.341102168
IP12,52.0934894,1.369444188
IP13,52.18677306,1.319993206
IP14,52.20639577,1.03286829
IP19,52.34049415,1.493565345
IP20,52.40623512,1.31915603
IP24,52.41941678,0.757271607
IP27,52.42978714,0.581900273
IP29,52.19080152,0.659797013
IP30,52.20898395,0.840931325
IP4,52.06031838,1.17985783
IP5,52.06179632,1.243253011
IP7,52.06733442,0.94435637
IP98,52.37659083,1.111526333
IV1,57.48298881,-4.232090331
IV11,57.67703226,-4.039098738
IV12,57.5740774,-3.864991958
IV14,57.58521858,-4.550689139
IV18,57.70240439,-4.154907076
IV2,57.46727575,-4.190128482
IV22,57.7397643,-5.517006299
IV23,57.75896475,-4.991193673
IV26,57.92508797,-5.192257872
IV27,58.27530729,-4.798562225
IV28,58.00973536,-4.158218182
IV3,57.47687192,-4.2468316
IV32,57.63099722,-3.106660283
IV36,57.60988516,-3.606663043
IV4,57.45019228,-4.52695469
IV40,57.2738357,-5.648781111
IV41,57.27400929,-5.733037286
IV44,57.11117433,-5.882623889
IV45,57.0604895,-5.914692083
IV49,57.22792608,-5.94607441
IV51,57.47419323,-6.243272343
IV54,57.43103174,-5.616752947
IV6,57.52480056,-4.458945438
IV63,57.30145682,-4.538835742
IV99,57.481316,-4.223948
KA10,55.54950782,-4.648876347
KA12,55.61909969,-4.665041515
KA14,55.74008715,-4.673526242
KA18,55.45111389,-4.242123178
KA20,55.64126768,-4.751131261
KA22,55.65005277,-4.808714749
KA25,55.75302043,-4.688868588
KA26,55.21853067,-4.835249358
KA28,55.75447668,-4.924724918
KA6,55.41602514,-4.505000127
KA8,55.47179169,-4.61258126
KA9,55.49730307,-4.605446627
KT10,51.3682564,-0.354631181
KT11,51.32829316,-0.403383509
KT13,51.36836579,-0.449935566
KT16,51.3828392,-0.515251933
KT19,51.35242417,-0.269775098
KT2,51.41843153,-0.290354241
KT22,51.30140142,-0.339171686
KT23,51.28044217,-0.374947622
KT24,51.26995644,-0.429793077
KT4,51.37843434,-0.243023804
KT5,51.39117587,-0.286930981
KT7,51.38879129,-0.332303592
KW1,58.45671254,-3.121512842
KW11,58.30793283,-4.136246833
KW15,58.98000291,-2.959714727
KW16,58.96061764,-3.277468568
KW2,58.3482435,-3.164497
KW3,58.30666281,-3.280597472
KW5,58.287071,-3.383072833
KW7,58.1868124,-3.5016426
KY11,56.04787539,-3.415636598
KY12,56.07673013,-3.495397189
KY13,56.20821572,-3.433543467
KY14,56.3106281,-3.242357084
KY6,56.19727294,-3.199751144
KY8,56.19715213,-3.012413997
KY9,56.20940335,-2.837461917
KY99,56.05481738,-3.437713125
L1,53.40265656,-2.980298281
L10,53.47451532,-2.927059113
L11,53.4482036,-2.915504721
L12,53.43499672,-2.895779827
L13,53.41780387,-2.920697978
L14,53.41852822,-2.880713051
L16,53.39855096,-2.889390325
L18,53.38055823,-2.908551912
L19,53.35898003,-2.903429384
L2,53.40716627,-2.989466752
L20,53.45327802,-2.989014796
L21,53.47143604,-3.000094337
L22,53.47727253,-3.027952951
L23,53.49093827,-3.02395245
L24,53.3434229,-2.837981786
L28,53.43551783,-2.865710425
L29,53.50744514,-2.984746524
L3,53.40859945,-2.984707
L30,53.48434947,-2.972476313
L31,53.51344739,-2.938230671
L32,53.47817358,-2.889392186
L33,53.48995677,-2.876428039
L34,53.436354,-2.815681913
L36,53.41432386,-2.841430045
L38,53.52460469,-3.051533592
L39,53.56211071,-2.89593446
L6,53.41905692,-2.951168236
L67,53.418868,-2.966081571
L7,53.40566958,-2.950007384
L75,53.44182609,-2.984696394
LA10,54.31405561,-2.494246464
LA12,54.20332245,-3.083573995
LA13,54.11809026,-3.198522326
LA14,54.11834023,-3.231151321
LA17,54.23911231,-3.175620949
LA19,54.2931935,-3.375544972
LA21,54.36356027,-3.077810432
LA5,54.14382105,-2.79171778
LA7,54.22564635,-2.773427819
LD5,52.12622553,-3.623455243
LD7,52.35244491,-3.086147708
LE10,52.53696391,-1.369727533
LE11,52.76927644,-1.21741685
LE16,52.48663181,-0.894433022
LE18,52.58355198,-1.112488381
LE2,52.60783789,-1.116606025
LE4,52.66413271,-1.124423276
LE87,52.63054667,-1.134016913
LE9,52.57381424,-1.281554772
LE94,52.483703,-0.90551
LE95,52.606194,-1.190553
LL12,53.08701556,-2.989060101
LL17,53.25285908,-3.43709172
LL18,53.31057777,-3.476529394
LL19,53.33103078,-3.411363116
LL20,52.9590545,-3.160716374
LL21,52.98991307,-3.409529322
LL23,52.90530861,-3.601597798
LL24,53.05842492,-3.784895884
LL25,53.05381635,-3.880986935
LL30,53.31811358,-3.816321157
LL31,53.29089293,-3.810965466
LL33,53.25055566,-3.979583266
LL34,53.2707812,-3.914059379
LL35,52.54727545,-4.041721283
LL36,52.60402712,-4.064793398
LL40,52.75618215,-3.875797075
LL41,52.969351,-3.939349481
LL44,52.79104886,-4.09728988
LL45,52.8223484,-4.096086604
LL47,52.90201138,-4.063010149
LL48,52.93617417,-4.069937019
LL52,52.92504793,-4.240626632
LL53,52.88438171,-4.492965514
LL56,53.18553728,-4.204057293
LL59,53.23505274,-4.160382478
LL62,53.21081812,-4.386070899
LL63,53.21896267,-4.470489724
LL66,53.379776,-4.408259455
LL69,53.38618982,-4.319636212
LL72,53.35245549,-4.240078884
LL76,53.30088856,-4.239637556
LL77,53.260107,-4.312170219
LL78,53.31740571,-4.262668571
LN10,53.15865839,-0.217236005
LN11,53.37283812,0.025869712
LN12,53.32956354,0.264347218
LN4,53.15007314,-0.38352913
LN5,53.17687601,-0.556428378
LN7,53.49264207,-0.344807785
LN9,53.21754957,-0.112525309
LS12,53.79128758,-1.597230745
LS16,53.85184636,-1.60388785
LS17,53.85958539,-1.528396477
LS18,53.83955157,-1.639034197
LS2,53.80240522,-1.547147543
LS20,53.87409568,-1.715492871
LS21,53.91155253,-1.680568475
LS23,53.90203142,-1.350432549
LS24,53.87000978,-1.253525017
LS25,53.78563823,-1.329080437
LS29,53.91980548,-1.802492259
LS4,53.8102905,-1.584547866
LS88,53.765732,-1.501231
LS9,53.79950345,-1.510671616
LS99,53.77030278,-1.521503
LU4,51.89868984,-0.468654422
LU5,51.9096264,-0.513316975
LU7,51.90794756,-0.663793222
M12,53.46448635,-2.20230001
M15,53.46660622,-2.251884937
M16,53.45508887,-2.264477807
M19,53.43647076,-2.196378485
M21,53.43807239,-2.272842248
M23,53.39949613,-2.288775121
M24,53.55118581,-2.197853616
M27,53.51227555,-2.33723022
M28,53.51452317,-2.399161275
M3,53.48347125,-2.252292237
M30,53.48435428,-2.355012319
M35,53.50733797,-2.154481676
M4,53.4851751,-2.230665709
M40,53.50414073,-2.190959053
M45,53.54750894,-2.290429655
M46,53.52582858,-2.492037531
M6,53.49260434,-2.29900417
M8,53.5087299,-2.240306669
M9,53.52201179,-2.214036646
ME1,51.37336018,0.499480793
ME10,51.34316341,0.735503646
ME11,51.41325979,0.74665999
ME12,51.42234915,0.804476728
ME16,51.27387326,0.497281159
ME17,51.23373458,0.611239561
ME18,51.24270299,0.417357183
ME3,51.43565198,0.547086835
ME4,51.38110119,0.528959287
ME7,51.37946754,0.555743104
ME8,51.36124828,0.59626566
MK10,52.03769442,-0.698381099
MK11,52.05317701,-0.842930799
MK12,52.05789698,-0.816844735
MK13,52.05297166,-0.784141977
MK14,52.06175983,-0.75799884
MK15,52.0555706,-0.72740903
MK17,51.9943935,-0.70285098
MK18,51.97921092,-0.970440628
MK19,52.07343243,-0.85404567
MK2,51.99053096,-0.725361402
MK44,52.19601873,-0.426353757
MK45,52.0217608,-0.470785108
MK46,52.1556551,-0.702368739
MK5,52.02073261,-0.781758413
MK6,52.02966615,-0.741872374
MK77,52.0421,-0.818851
MK9,52.03875806,-0.747087705
ML1,55.79824545,-3.976206126
ML12,55.56752341,-3.595540634
ML3,55.77073206,-4.054896472
ML5,55.85968213,-4.031752652
ML6,55.86772669,-3.961617589
ML7,55.83009718,-3.795507612
ML9,55.7247189,-3.967550829
N15,51.58280409,-0.080691463
N17,51.5981909,-0.071923705
N1P,51.538427,-0.103252
N20,51.62928209,-0.174439045
N21,51.63657785,-0.099647557
N22,51.59984152,-0.110615358
N4,51.57084321,-0.103342494
N5,51.55380974,-0.098639161
N7,51.55298215,-0.118322962
N8,51.58395465,-0.117908094
N9,51.62845652,-0.058092471
NE11,54.93994644,-1.63537845
NE12,55.02419413,-1.57074963
NE15,54.98447418,-1.723614775
NE16,54.93184371,-1.692840416
NE18,55.03799255,-1.865139657
NE19,55.17743578,-2.093486093
NE2,54.98717787,-1.606392477
NE20,55.0528137,-1.78749557
NE23,55.08007069,-1.582649932
NE26,55.05282522,-1.457618635
NE27,55.03222626,-1.512528753
NE30,55.02120242,-1.439591156
NE31,54.97110472,-1.513643487
NE32,54.96760017,-1.484328852
NE33,54.99146272,-1.429639148
NE36,54.94508191,-1.440793919
NE37,54.91276937,-1.527934421
NE4,54.97385467,-1.644771823
NE40,54.9659372,-1.772770978
NE41,54.97594668,-1.820286
NE42,54.96238225,-1.855567617
NE46,54.97861466,-2.107433936
NE47,54.92848002,-2.253544669
NE63,55.17796594,-1.56347634
NE64,55.18445841,-1.515833902
NE65,55.3138342,-1.750592765
NE67,55.5361769,-1.692503676
NE68,55.57754023,-1.659436838
NE69,55.60480144,-1.718050706
NE7,54.99924194,-1.579746838
NE70,55.59394785,-1.816616612
NE82,54.939405,-1.615038333
NE83,54.934649,-1.615115
NE9,54.93120114,-1.585294252
NE98,54.979923,-1.594235
NE99,54.96862937,-1.614108339
NG11,52.89905863,-1.174596625
NG12,52.90897387,-1.052248821
NG13,52.94802965,-0.91923599
NG16,53.02728791,-1.295460767
NG17,53.11592188,-1.261370851
NG19,53.16048919,-1.198164715
NG20,53.21017483,-1.18491186
NG22,53.17962995,-0.974549375
NG24,53.07035041,-0.800539324
NG25,53.0739936,-0.96086327
NG31,52.91426607,-0.641149025
NG32,52.95033229,-0.651853891
NG33,52.81742987,-0.58015767
NG34,52.98733048,-0.394187777
NG4,52.97080719,-1.087569539
NG5,52.9972657,-1.143974221
NG7,52.95796184,-1.173681976
NG70,53.154607,-1.186924
NG80,52.93487233,-1.190497111
NG9,52.92595015,-1.237794661
NN1,52.24179257,-0.888420249
NN10,52.29264483,-0.59777958
NN11,52.24255922,-1.178452702
NN13,52.0328632,-1.148578386
NN14,52.41015505,-0.696871439
NN16,52.40488332,-0.716235516
NN17,52.50067151,-0.689529796
NN2,52.2628871,-0.897019478
NN29,52.2592271,-0.664462773
NN3,52.26221098,-0.842873833
NN4,52.21638801,-0.898287149
NN6,52.32380503,-0.947083638
NN8,52.30314971,-0.699549177
NN9,52.3335106,-0.599421176
NP11,51.6438755,-3.131682744
NP13,51.73531905,-3.141644689
NP15,51.72583113,-2.886931361
NP16,51.65002061,-2.689131828
NP18,51.60768456,-2.943569955
NP20,51.59077032,-3.006605835
NP22,51.77150388,-3.258296193
NP4,51.71959927,-3.047381495
NP7,51.82940941,-3.010740924
NR1,52.62738433,1.307268313
NR12,52.75995449,1.471616198
NR13,52.63403905,1.47141282
NR15,52.50413019,1.267342796
NR19,52.67542122,0.929871784
NR2,52.62958219,1.281087155
NR20,52.72408776,0.980060815
NR21,52.84114262,0.851748571
NR27,52.92445452,1.300240336
NR28,52.82254697,1.397912277
NR3,52.64328344,1.292116521
NR30,52.6195925,1.727637587
NR32,52.48921074,1.732610799
NR4,52.61332022,1.259799139
NR6,52.66174289,1.280895623
NR8,52.67758134,1.206654903
NR9,52.63424949,1.106396226
NR99,52.6266322,1.3091852
NW10,51.54104136,-0.247739277
NW11,51.57852742,-0.19757336
NW5,51.55193682,-0.144361095
NW6,51.54181425,-0.196198403
NW7,51.61498895,-0.236405137
OL1,53.54924507,-2.106587385
OL11,53.6061006,-2.176741001
OL12,53.63591637,-2.165789791
OL13,53.70085841,-2.20456398
OL16,53.6129122,-2.133737414
OL3,53.55346408,-2.010936016
OL5,53.51762444,-2.039020053
OL6,53.49402744,-2.086609072
OL7,53.4906163,-2.107054748
OL8,53.52600539,-2.117243568
OL95,53.556354,-2.105399
OX1,51.74516799,-1.260988949
OX10,51.60756814,-1.128698069
OX11,51.59906898,-1.249080454
OX12,51.59541754,-1.425769853
OX13,51.67808865,-1.353661851
OX14,51.66815037,-1.277224904
OX15,52.03071879,-1.413085325
OX16,52.06225039,-1.341114719
OX18,51.76292002,-1.592386451
OX2,51.76575349,-1.279545449
OX25,51.90055588,-1.216009335
OX26,51.90196271,-1.152556219
OX28,51.78587105,-1.485982952
OX29,51.79420526,-1.434417432
OX3,51.76135011,-1.212458985
OX4,51.73105097,-1.217171145
OX49,51.65024897,-1.001106649
OX9,51.73825323,-0.984249875
PA1,55.84471033,-4.417486361
PA10,55.83341158,-4.552122392
PA12,55.79479095,-4.626272815
PA14,55.92734231,-4.664089855
PA16,55.94281642,-4.799904384
PA17,55.86364714,-4.88529587
PA21,55.90196112,-5.247542767
PA23,55.95424376,-4.933292845
PA25,56.214467,-5.042197667
PA28,55.43633963,-5.60484585
PA29,55.80809359,-5.473426923
PA3,55.85161359,-4.446013007
PA33,56.36906915,-5.057157758
PA36,56.51998788,-4.772932875
PA37,56.4676586,-5.388568602
PA41,55.6744916,-5.7425492
PA45,55.81960814,-6.167068429
PA48,55.738172,-6.384695313
PA49,55.782284,-6.394819667
PA6,55.86524037,-4.537219265
PA63,56.381757,-5.715846
PA66,56.32807013,-6.354422375
PA67,56.31373543,-6.2326885
PA70,56.364163,-6.034505833
PA72,56.51753384,-5.965027211
PA74,56.531451,-6.232421
PA76,56.33386167,-6.394821333
PA77,56.49451771,-6.882996895
PA8,55.90080762,-4.453456991
PA80,56.56770218,-5.784785529
PA9,55.80972267,-4.55282675
PE11,52.80549737,-0.166550173
PE12,52.78511566,0.027746885
PE14,52.63885697,0.206863162
PE15,52.53725366,0.085353325
PE16,52.45461549,0.048903545
PE19,52.23583331,-0.264288956
PE20,52.93148357,-0.104039253
PE23,53.17296901,0.089690748
PE24,53.16492791,0.265673909
PE27,52.33160649,-0.070747971
PE28,52.35789048,-0.188870373
PE29,52.33385284,-0.179946615
PE34,52.72491279,0.338854666
PE35,52.82528683,0.5101785
PE38,52.58825476,0.375971803
PE6,52.65579224,-0.255843538
PE8,52.52263618,-0.449904604
PE9,52.65487612,-0.481983201
PE99,52.613507,-0.286558
PH11,56.63813459,-3.235881258
PH13,56.5375247,-3.274855802
PH16,56.70699793,-3.809497889
PH17,56.68615115,-4.374572154
PH18,56.77315726,-3.890279848
PH20,57.05508989,-4.1514245
PH21,57.08974702,-4.020022824
PH22,57.19321658,-3.82027966
PH23,57.28406138,-3.814886276
PH24,57.25699264,-3.743381
PH25,57.26144671,-3.647516286
PH30,56.79214,-4.601595
PH31,56.89203825,-4.817179
PH33,56.81454139,-5.084758708
PH35,57.07415953,-4.9151024
PH36,56.7216975,-5.849048147
PH37,56.82177325,-5.5266265
PH38,56.8438596,-5.7418642
PH40,56.9623964,-5.8006834
PH42,56.901858,-6.142726
PH44,57.056771,-6.503636
PH49,56.67432095,-5.112828275
PH50,56.71419777,-4.964373864
PH6,56.37174228,-3.998661304
PH8,56.56235531,-3.599252991
PH9,56.65044302,-3.691394733
PL10,50.34576155,-4.211570938
PL13,50.3579478,-4.475314665
PL14,50.4637483,-4.465885559
PL15,50.63319543,-4.397808671
PL17,50.51470589,-4.310124425
PL18,50.5153067,-4.221267864
PL19,50.55628681,-4.154526084
PL21,50.38566649,-3.918598893
PL22,50.40337189,-4.651798424
PL26,50.34429344,-4.826871601
PL28,50.53292275,-4.96821695
PL30,50.50163102,-4.728686091
PL32,50.63278585,-4.662628344
PL34,50.65996543,-4.743891114
PL35,50.68488051,-4.685265115
PL5,50.4109591,-4.166879871
PL6,50.41824089,-4.116716181
PL8,50.33555245,-4.012755589
PL95,50.36441,-4.104414
PO10,50.85173532,-0.929819901
PO11,50.79190303,-0.9757198
PO12,50.79805377,-1.142158481
PO13,50.81237947,-1.180253484
PO15,50.86546535,-1.225261108
PO17,50.88832272,-1.173185067
PO2,50.81734933,-1.077699113
PO30,50.69166392,-1.31321805
PO32,50.75118825,-1.280792487
PO33,50.721624,-1.169712565
PO37,50.63153236,-1.179405395
PO38,50.60483467,-1.241440818
PO4,50.79027813,-1.062378119
PO41,50.70058407,-1.477026362
PO5,50.78875913,-1.086220963
PO7,50.88288588,-1.039876232
PR26,53.68785293,-2.740502294
PR5,53.7315205,-2.657813327
PR6,53.66704856,-2.612239719
PR8,53.6266587,-3.009098648
RG1,51.45409307,-0.970459984
RG12,51.40706131,-0.749970876
RG17,51.4424409,-1.503132678
RG2,51.42447207,-0.955234221
RG21,51.26583549,-1.089731207
RG22,51.24887521,-1.124307388
RG23,51.26041289,-1.148275254
RG26,51.34145519,-1.132904943
RG27,51.3001921,-0.946478443
RG30,51.4515773,-1.01383409
RG31,51.45685932,-1.044089136
RG4,51.48168948,-0.969814329
RG40,51.39968254,-0.836747229
RG41,51.41637114,-0.863079582
RG42,51.42728391,-0.756634626
RG45,51.37320378,-0.801926523
RG6,51.44050223,-0.930036007
RH1,51.23741208,-0.157975147
RH14,51.03359233,-0.486491311
RH17,51.0230799,-0.11890362
RH18,51.09451486,0.033389831
RH19,51.12544786,-0.014058067
RH2,51.23533659,-0.20308387
RH3,51.23267366,-0.27938409
RH6,51.17200418,-0.163177156
RH77,51.138771,-0.169752
RM11,51.57052847,0.218596578
RM12,51.55297023,0.207274281
RM15,51.50863163,0.276351714
RM5,51.60062267,0.164949457
RM7,51.57465567,0.168903619
RM8,51.5570693,0.129857974
RM9,51.54159536,0.134265734
S10,53.37684863,-1.518422829
S11,53.36098722,-1.508194704
S13,53.36458025,-1.384314511
S17,53.32150762,-1.528138953
S3,53.3874962,-1.473678956
S33,53.34451272,-1.739190645
S4,53.40070391,-1.449937926
S40,53.23411527,-1.445933174
S41,53.2472078,-1.428302954
S43,53.26745264,-1.343740827
S45,53.16559998,-1.421459644
S6,53.40289766,-1.512243257
S62,53.46576973,-1.347603704
S64,53.49080831,-1.2999015
S70,53.54187764,-1.475101198
S71,53.57402949,-1.456409559
S75,53.56254917,-1.521680118
S8,53.34078577,-1.47821237
S80,53.29297643,-1.150607961
S81,53.33856444,-1.123780982
S9,53.39831973,-1.417969106
S97,53.50298457,-1.338231595
S98,53.40395762,-1.431585686
SA11,51.67460818,-3.761810665
SA12,51.60813978,-3.79577563
SA13,51.60524709,-3.728378276
SA16,51.68929794,-4.256587598
SA17,51.75691175,-4.286772334
SA32,51.88727718,-4.170516381
SA33,51.85004162,-4.439975231
SA35,51.97094184,-4.558232744
SA36,51.95782564,-4.608643727
SA38,52.04014529,-4.475696458
SA39,52.01923111,-4.245066569
SA41,51.99747872,-4.706879945
SA43,52.08723258,-4.628640374
SA46,52.23589166,-4.25466976
SA47,52.19217255,-4.299711648
SA5,51.64882863,-3.970814361
SA6,51.67618864,-3.922304221
SA62,51.84118658,-5.064960955
SA64,52.00206903,-5.012693298
SA65,51.98790103,-4.969981035
SA68,51.73033924,-4.766515095
SA69,51.7104933,-4.706458158
SA7,51.66400265,-3.889874095
SA71,51.6682215,-4.930100469
SA73,51.71707924,-5.011973636
SA80,51.64794725,-3.92433575
SA9,51.78157007,-3.768885451
SE1,51.49871025,-0.090448275
SE10,51.48323347,-0.000716745
SE13,51.45930195,-0.009495719
SE14,51.47557426,-0.042544947
SE15,51.47266359,-0.065797762
SE16,51.4965901,-0.053490163
SE17,51.48798789,-0.09316681
SE18,51.48434304,0.071908932
SE19,51.41803105,-0.085931968
SE21,51.43900418,-0.088679358
SE22,51.45446456,-0.072444601
SE24,51.45732273,-0.099940578
SE25,51.39782316,-0.076859784
SE28,51.50231245,0.104591096
SE3,51.46946077,0.019292889
SE5,51.47373743,-0.09154846
SE6,51.43839563,-0.016682036
SE7,51.4842725,0.033916892
SE8,51.48188648,-0.029720513
SG1,51.91213044,-0.19570868
SG10,51.845328,0.072534804
SG14,51.80751554,-0.093105591
SG15,52.01333223,-0.263754505
SG19,52.13975744,-0.240937055
SG3,51.86084242,-0.18232785
SG4,51.92157333,-0.260656198
SG7,52.00344129,-0.176787139
SG8,52.06453238,-0.015201721
SK10,53.27714877,-2.130257983
SK11,53.24568883,-2.144685181
SK12,53.35165618,-2.094378065
SK2,53.39451439,-2.132864614
SK23,53.32598989,-1.946390637
SK4,53.41951911,-2.182006717
SK9,53.32774204,-2.230833982
SL1,51.51773965,-0.621246944
SL3,51.49922024,-0.552758109
SL7,51.57523348,-0.777924985
SL8,51.57846631,-0.708866507
SM2,51.35211718,-0.19873435
SM5,51.36871597,-0.168712415
SM6,51.36085454,-0.144074111
SN11,51.43980691,-1.999951346
SN13,51.42568977,-2.210230491
SN15,51.47203016,-2.084269686
SN2,51.57837321,-1.782390147
SN26,51.61242522,-1.787289275
SN38,51.5617154,-1.797309608
SN4,51.52993661,-1.833410419
SN9,51.32507866,-1.787067612
SO16,50.9361755,-1.432764056
SO17,50.92695961,-1.39427611
SO18,50.92385678,-1.362560965
SO20,51.11482003,-1.509050846
SO21,51.07544968,-1.316326502
SO22,51.06618478,-1.335261159
SO24,51.08443293,-1.147764482
SO40,50.91335564,-1.50394131
SO42,50.81265087,-1.53714942
SO43,50.88730117,-1.586897593
SO97,50.948479,-1.361951
SP2,51.07468538,-1.825030898
SP4,51.16810566,-1.764338972
SP8,51.03707503,-2.29000143
SR1,54.90686029,-1.381149083
SR3,54.87721241,-1.416794014
SR6,54.93517338,-1.380058037
SR7,54.83057833,-1.362807622
SR8,54.7669097,-1.336747773
SS11,51.6158611,0.536915217
SS12,51.60555628,0.520554273
SS14,51.57555917,0.473075418
SS16,51.56275928,0.452115153
SS2,51.55066981,0.716505878
SS4,51.59326804,0.712988063
SS8,51.52224743,0.589691995
ST10,52.98849383,-1.965009604
ST11,52.96603373,-2.065046919
ST12,52.94780201,-2.172978738
ST14,52.90421867,-1.869500368
ST17,52.78826158,-2.098946328
ST18,52.81506421,-2.081896948
ST2,53.0281984,-2.135658103
ST5,53.01553035,-2.239082451
ST55,53.01503121,-2.243591328
ST6,53.05759677,-2.190014015
ST9,53.05240212,-2.09851973
SW10,51.48402916,-0.182825172
SW11,51.46678514,-0.165672261
SW14,51.46559944,-0.266818339
SW16,51.42155107,-0.129183533
SW17,51.43072243,-0.164612386
SW19,51.42380729,-0.203554094
SW1H,51.49877682,-0.134089307
SW1P,51.49577868,-0.134834763
SW1V,51.49023552,-0.139858611
SW1W,51.49338225,-0.149508152
SW1X,51.49826569,-0.154957437
SW3,51.49002626,-0.166917961
SW5,51.49079323,-0.190939073
SW6,51.47677841,-0.201291224
SW7,51.49630988,-0.176881367
SW8,51.47653597,-0.132670322
SW99,51.476185,-0.117515
SY10,52.83979854,-3.121399405
SY12,52.90326342,-2.894501474
SY13,52.95215154,-2.690630344
SY14,53.03061561,-2.765975854
SY18,52.44132872,-3.549636921
SY2,52.70651795,-2.729507936
SY21,52.65848958,-3.206909272
SY25,52.23738439,-3.93779235
SY4,52.79894139,-2.751299663
SY8,52.36562082,-2.696128495
SY9,52.4976667,-2.987087776
TA11,51.06090687,-2.702701731
TA13,50.94679046,-2.81101057
TA17,50.90810418,-2.836982882
TA18,50.88305559,-2.787429607
TA2,51.03382918,-3.103220489
TA20,50.87355273,-2.962717619
TA21,50.97752196,-3.246211332
TA23,51.16301611,-3.352261492
TA4,51.07248908,-3.269939962
TA7,51.13112854,-2.911684974
TA8,51.244602,-2.994890691
TD1,55.62367468,-2.812120664
TD12,55.65286149,-2.240308119
TD13,55.93469058,-2.38201393
TD3,55.70184138,-2.573772667
TD5,55.58778,-2.417607779
TD6,55.58211234,-2.693697862
TD9,55.39732794,-2.776848852
TF1,52.70293708,-2.504009549
TF10,52.76965916,-2.38664065
TF13,52.57840578,-2.5828285
TF3,52.66599599,-2.445316818
TF4,52.66212712,-2.469632711
TF7,52.63603337,-2.450877653
TF8,52.62940362,-2.481715733
TN1,51.13455912,0.266669188
TN11,51.20700709,0.265492787
TN14,51.29723472,0.157705493
TN15,51.30194861,0.272614769
TN16,51.29371103,0.05130665
TN17,51.09638353,0.536361502
TN18,51.04425006,0.523351563
TN2,51.13967974,0.285430615
TN24,51.1499835,0.886840226
TN25,51.14338079,0.939854803
TN26,51.09758973,0.79983072
TN27,51.16704928,0.70134236
TN28,50.98268173,0.950817286
TN3,51.12153207,0.24952488
TN31,50.96236942,0.688579647
TN32,50.98017639,0.48976351
TN35,50.88244304,0.613601245
TN38,50.86400481,0.544153868
TN5,51.06026146,0.363688015
TN6,51.05299675,0.173965025
TN9,51.19143251,0.27602317
TQ10,50.42386515,-3.825731588
TQ12,50.5289168,-3.611007333
TQ14,50.55068764,-3.508197696
TQ2,50.47626109,-3.546076952
TQ5,50.39182349,-3.523599315
TQ6,50.34729038,-3.590208495
TQ7,50.28253011,-3.784281122
TQ8,50.23837397,-3.772154915
TR10,50.16727789,-5.118593095
TR11,50.14991428,-5.087723636
TR13,50.10967128,-5.286287855
TR14,50.21034231,-5.296777534
TR15,50.23308067,-5.237160667
TR19,50.09998756,-5.630028038
TR2,50.25372436,-4.951328033
TR20,50.13185851,-5.4896713
TR21,49.92719045,-6.267827878
TR23,49.9555295,-6.3510305
TR24,49.95541624,-6.335354412
TR25,49.964211,-6.293352
TR26,50.20288203,-5.479087522
TR6,50.34206029,-5.153099966
TR7,50.4139815,-5.074621033
TR8,50.39874926,-5.03763726
TS10,54.6063995,-1.069739677
TS12,54.5624978,-0.966916203
TS13,54.54968745,-0.854350174
TS15,54.4881248,-1.332604196
TS16,54.52260613,-1.355169562
TS20,54.58672182,-1.31385225
TS23,54.60903892,-1.285647697
TS26,54.6886965,-1.232115003
TS4,54.55584724,-1.223527535
TS7,54.53404889,-1.184464795
TS8,54.52157254,-1.232443477
TW10,51.44862944,-0.303046462
TW13,51.43900112,-0.402173489
TW14,51.45277791,-0.421382746
TW16,51.41595562,-0.417051216
TW18,51.42807941,-0.506163485
TW19,51.45404778,-0.499366513
TW2,51.44656426,-0.353319421
TW20,51.42753943,-0.552049245
TW6,51.47013358,-0.450590396
TW7,51.47306886,-0.335673376
TW8,51.48707353,-0.307085797
UB10,51.54918029,-0.451843297
UB18,51.50072,-0.402664
UB3,51.50507645,-0.424162199
W10,51.52266834,-0.214236627
W11,51.51244973,-0.206186935
W12,51.50820931,-0.233743654
W13,51.51313426,-0.321041554
W14,51.49503325,-0.210692292
W1G,51.51917677,-0.148173386
W1H,51.51760529,-0.161091345
W1J,51.50794337,-0.144921953
W1K,51.51120955,-0.150928711
W1S,51.51122818,-0.14236599
W1T,51.5201802,-0.136606916
W1W,51.51908189,-0.141299671
W2,51.51579249,-0.180598313
W3,51.51035745,-0.268429634
W4,51.49124365,-0.263853758
W6,51.49267974,-0.229107501
W8,51.50094365,-0.194570122
W9,51.52668781,-0.192533943
